device_id,bundle_id,sessionID_inEpoch,number_signals,ave_lat,ave_lon,ave_horizontalAcc,wifi_perc,first_timestamp,last_timestamp,duration,date
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1580397622,2,34.001039,-84.666023,10.7798100865,1.0,1580397632,1580397632,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581940,1,25.781802261,-80.2322099797,26.8581025267,1.0,1580581950,1580581950,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580517704,1,40.8455757865,-73.9390396911,65.0,0.0,1580517711,1580517711,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580580677,1,25.7817813077,-80.2322413148,21.9366656315,1.0,1580580687,1580580687,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580518219,1,40.8456311525,-73.9389710834,65.0,0.0,1580518227,1580518227,0.0,2020-02-01
a.74AFE7F0-CF39-441A-87CE-8BCEF9B3F732,com.apnews.ipad.mobilenewsdevel,1580487463,4,40.1098285,-75.27332150000001,37.5,0.0,1580487464,1580487469,0.0013888889,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580567283,1,40.8504985138,-73.9188999162,16.8069317078,1.0,1580567292,1580567292,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580583163,1,25.7818603686,-80.2322053585,22.715068892,1.0,1580583173,1580583173,0.0,2020-02-01
a.8FE7EDDE-4F22-4373-80A0-85C4B142988C,com.mobestream.keyring,1580566446,1,41.7143249512,-71.5018225844,65.0,1.0,1580566448,1580566448,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580591313,1,40.6653594095,-74.2356508358,8.84294995913,0.0,1580591322,1580591322,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520006,1,40.8454811327,-73.9389517806,38.4468088225,0.0,1580520015,1580520015,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580523327,1,40.8385686247,-73.9249817601,65.0,0.0,1580523337,1580523337,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580591237,2,25.78180616895,-80.23222137135,60.75015362615,1.0,1580591238,1580591248,0.0027777778,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580579981,1,25.7869197683,-80.2377771165,10.0755800271,0.0,1580579991,1580579991,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580573357,2,25.7731005689,-80.3147310801,9.31416399947,1.0,1580573345,1580573355,0.0027777778,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580578381,1,25.8086366317,-80.3084548916,19.4987929649,0.0,1580578391,1580578391,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520162,1,40.8455343914,-73.9389740798,65.0,0.0,1580520169,1580520169,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520790,1,40.8455105211,-73.939168834,65.0,0.0,1580520796,1580520796,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580574907,1,40.8504394877,-73.9189425482,19.471103945,1.0,1580574916,1580574916,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580592792,1,40.6654052734,-74.235676371,28.49,0.0,1580592792,1580592792,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580566241,1,40.8505924338,-73.9188733128,12.6626196958,1.0,1580566250,1580566250,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520453,1,40.8455397295,-73.9390417707,65.0,0.0,1580520461,1580520461,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580591658,1,40.6652206434,-74.2356207922,19.2347428104,0.0,1580591668,1580591668,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580585159,1,40.8499494028,-73.9350560527,65.0,0.0,1580585167,1580585167,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580591357,1,40.6653950224,-74.2356967084,9.14172534172,0.0,1580591366,1580591366,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1535298351,4,34.00099587705,-84.6658560292,37.5,1.0,1535298217,1535298357,0.03888889,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580572262,1,25.7724846783,-80.3187843028,10.7910526204,0.0,1580572271,1580572271,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580566652,1,40.8505077236,-73.918893366,10.6077153232,1.0,1580566661,1580566661,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580575236,1,25.7745746893,-80.3107328281,19.3065737668,1.0,1580575246,1580575246,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580517066,1,40.8455378747,-73.9389392088,65.0,0.0,1580517073,1580517073,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580526825,1,40.8503983436,-73.9187341505,12.3038841856,1.0,1580526834,1580526834,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590932,1,40.6654533456,-74.2356648259,9.0346525149,0.0,1580590939,1580590939,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580518456,1,40.8455132494,-73.9389426253,65.0,0.0,1580518463,1580518463,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1563934370,2,34.000916,-84.665873,65.0,1.0,1563934342,1563934342,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1525312513,2,34.0135600185,-84.4876325783,10.0,1.0,1525312514,1525312514,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580593145,1,25.7818411343,-80.2322647344,37.1994342759,1.0,1580593156,1580593156,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580577330,1,25.7782815593,-80.3077431966,8.62495151086,0.0,1580577332,1580577332,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580516183,1,40.8455916357,-73.9390912064,65.0,0.0,1580516189,1580516189,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580582095,1,25.7817750135,-80.2322255208,29.8299960367,1.0,1580582105,1580582105,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580516908,2,25.7817907597,-80.23225737305,42.182578522149996,1.0,1580516909,1580516919,0.0027777778,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580568272,1,40.8505474565,-73.9189150344,10.1233451746,1.0,1580568282,1580568282,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580568455,1,40.850520243,-73.9189350168,9.85594995935,1.0,1580568463,1580568463,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580525972,1,40.8503723145,-73.9187187282,65.0,1.0,1580525971,1580525971,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580535468,1,40.8504281262,-73.918847336,17.1612385685,1.0,1580535477,1580535477,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580577047,1,25.7770535841,-80.3074561544,14.3866056902,0.0,1580577057,1580577057,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580528020,1,40.8503785961,-73.9186604826,33.7368665123,1.0,1580528030,1580528030,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1567474836,2,34.000885,-84.66607,65.0,1.0,1567474588,1567474588,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581140,1,25.7817249424,-80.2322248304,24.6129144275,1.0,1580581150,1580581150,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580525984,1,40.850421732,-73.9188325022,14.0970266923,1.0,1580525993,1580525993,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580571629,2,40.850516566799996,-73.9189264237,11.25095940705,1.0,1580571638,1580571639,2.7777778E-4,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580584584,1,40.8499352297,-73.9350787845,65.0,0.0,1580584591,1580584591,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590550,1,40.6654225858,-74.2356830574,9.27689913184,0.0,1580590559,1580590559,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580580347,1,25.7817936846,-80.2322298707,16.2018594671,1.0,1580580357,1580580357,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580522019,1,40.8456245571,-73.939006844,32.0375396122,0.0,1580522028,1580522028,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580580527,1,25.7817747497,-80.2321749797,34.6264877336,1.0,1580580537,1580580537,0.0,2020-02-01
a.74AFE7F0-CF39-441A-87CE-8BCEF9B3F732,com.apnews.ipad.mobilenewsdevel,1580555149,4,40.111656499999995,-75.3248145,37.5,1.0,1580555150,1580555156,0.0016666667,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580519000,1,40.8455221643,-73.9390402668,65.0,0.0,1580519007,1580519007,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580572831,2,25.77016307765,-80.31308060705,12.0656196931,0.0,1580572840,1580572841,2.7777778E-4,2020-02-01
a.8FE7EDDE-4F22-4373-80A0-85C4B142988C,com.mobestream.keyring,1554930327,18,41.75080318799999,-71.5151672582,65.0,1.0,1554930680,1554942118,3.1772223,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580524454,1,40.8504310481,-73.9187975132,17.0611681442,1.0,1580524464,1580524464,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580593536,1,25.7817993164,-80.2322569798,65.0,1.0,1580593518,1580593518,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580521141,1,40.8455211636,-73.9389812428,65.0,0.0,1580521148,1580521148,0.0,2020-02-01
a.8FE7EDDE-4F22-4373-80A0-85C4B142988C,com.mobestream.keyring,1580594030,2,41.7109573307,-71.4964144026,5.0,0.0,1580594030,1580594031,2.7777778E-4,2020-02-01
a.A715D659-DCCB-42CC-86B1-779A105F9A15,H443NM7F8H.CBSSportsApp,1580584358,15,39.52929313333333,-119.80188340000001,17.814477348676,1.0,1580584363,1580587357,0.83166665,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1535116787,2,33.8095832899,-84.3720366327,65.0,0.0,1535116695,1535116695,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580572516,1,25.7723477779,-80.3189702342,14.4193072693,0.0,1580572525,1580572525,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580519613,1,40.8454530819,-73.9389686652,57.3589720495,0.0,1580519622,1580519622,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1530877298,2,34.0157892276,-84.4951550011,5.0,0.0,1530877300,1530877300,0.0,2020-02-01
a.74AFE7F0-CF39-441A-87CE-8BCEF9B3F732,com.apnews.ipad.mobilenewsdevel,1580474947,10,40.111710599999995,-75.3246522,25.0,1.0,1580474930,1580474958,0.007777778,2020-02-01
a.74AFE7F0-CF39-441A-87CE-8BCEF9B3F732,com.apnews.ipad.mobilenewsdevel,1580572514,1,40.056989,-75.264523,65.0,0.0,1580572519,1580572519,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580560615,1,25.7817687988,-80.2322326249,65.0,1.0,1580560566,1580560566,0.0,2020-02-01
a.A1B36691-67F7-4589-BA0B-E9CE3D3BE69C,com.mobdub.kotv.reader,1580481138,3,36.095316,-95.76678299999999,5.0,0.0,1580481138,1580481138,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580526241,1,40.85042238,-73.9189310499,15.4631672894,1.0,1580526250,1580526250,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580525662,1,40.8504450658,-73.9188442467,17.1128042447,1.0,1580525671,1580525671,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580565731,1,40.8503938616,-73.9190418007,19.9045911479,1.0,1580565740,1580565740,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580591727,1,25.7817845198,-80.2322251537,23.1738590374,1.0,1580591737,1580591737,0.0,2020-02-01
a.74AFE7F0-CF39-441A-87CE-8BCEF9B3F732,com.apnews.ipad.mobilenewsdevel,1580469345,4,40.1117615,-75.32498799999999,37.5,1.0,1580469143,1580469351,0.057777777,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581236,1,25.781800426,-80.2322358334,26.3113849671,1.0,1580581246,1580581246,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580518592,1,40.8455078951,-73.9389996866,65.0,0.0,1580518600,1580518600,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580592382,1,40.6654827374,-74.2356920873,18.2261763897,0.0,1580592391,1580592391,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520310,1,40.8455570301,-73.9388976806,65.0,0.0,1580520317,1580520317,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590615,1,40.6654412696,-74.2356323748,12.1006611471,0.0,1580590624,1580590624,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590821,1,40.6654288218,-74.2356370955,10.2570288306,0.0,1580590830,1580590830,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580566983,1,40.8504471496,-73.9188875437,18.2269901949,1.0,1580566992,1580566992,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580513676,3,40.84554605183333,-73.93890858343333,65.0,0.0,1580513677,1580513983,0.085,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580525287,1,40.8504648754,-73.9187236165,22.8973050685,1.0,1580525296,1580525296,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580592757,1,25.7817406244,-80.232400192,30.1760057951,1.0,1580592768,1580592768,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580509313,1,40.8539799842,-73.9175200751,12.9501352803,0.0,1580509323,1580509323,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580524489,1,40.8504140351,-73.9188329398,12.7538422388,1.0,1580524498,1580524498,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580525630,1,40.850468737,-73.9188451975,23.2970961701,1.0,1580525640,1580525640,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580513117,1,40.845590777,-73.9391856532,65.0,0.0,1580513125,1580513125,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580573224,1,25.7730938995,-80.3147344842,15.6459871204,1.0,1580573233,1580573233,0.0,2020-02-01
a.A1B36691-67F7-4589-BA0B-E9CE3D3BE69C,com.mobdub.kotv.reader,1580585986,1,36.139359,-95.680794,10.0,0.0,1580585989,1580585989,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580573398,2,25.77305936165,-80.31476591625,21.31061380745,0.0,1580573408,1580573408,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590158,2,40.665421924499995,-74.23565893739999,10.734761986639999,0.0,1580590167,1580590171,0.0011111111,2020-02-01
a.8FE7EDDE-4F22-4373-80A0-85C4B142988C,com.mobestream.keyring,1580591263,1,41.8165893555,-71.4119043174,65.0,0.0,1580591270,1580591270,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580572722,1,25.7704773601,-80.3162880905,10.1950222176,0.0,1580572732,1580572732,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580532690,1,40.8504753227,-73.9188891176,24.2134904793,1.0,1580532700,1580532700,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580524111,1,40.8504924319,-73.9187074514,17.9134531072,1.0,1580524121,1580524121,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580521754,1,40.8455202079,-73.9388885766,65.0,0.0,1580521762,1580521762,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580573644,1,25.7725437511,-80.3140260552,8.58062133838,0.0,1580573653,1580573653,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580518793,1,40.8455306297,-73.9387969149,65.0,0.0,1580518799,1580518799,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580524786,1,40.8503929081,-73.9188317383,15.9263579498,1.0,1580524795,1580524795,0.0,2020-02-01
a.FE48BFAD-091A-4AD9-BD32-F78A43CA24D0,com.apnews.ipad.mobilenewsdevel,1579888166,2,34.001119,-84.665994,21.0625020995,1.0,1579888176,1579888176,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580590705,1,40.6653970236,-74.2356626623,9.51032549456,0.0,1580590713,1580590713,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580580881,1,25.7817859034,-80.2322233722,18.8870083348,1.0,1580580891,1580580891,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581443,2,25.7818123037,-80.23230455035,15.5951640742,1.0,1580581453,1580581454,2.7777778E-4,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580535566,1,40.8504019317,-73.9188645599,14.9858874292,1.0,1580535575,1580535575,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581569,1,25.7818323194,-80.2322553852,20.0843288641,1.0,1580581579,1580581579,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580515213,1,40.8455237016,-73.9390317616,65.0,0.0,1580515223,1580515223,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580509541,1,25.7818063208,-80.2322452284,26.5384668211,1.0,1580509551,1580509551,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580519298,1,40.8454407779,-73.9390108979,65.0,0.0,1580519306,1580519306,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580515543,1,25.7817844918,-80.2321958042,19.5566642991,1.0,1580515553,1580515553,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580564779,1,40.8503860403,-73.9189027642,14.2900320372,1.0,1580564789,1580564789,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580573695,1,40.8505661898,-73.9189590913,9.1494183995,1.0,1580573703,1580573703,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580521517,1,40.8455304167,-73.9389679815,65.0,0.0,1580521523,1580521523,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580520679,1,40.8455429767,-73.9389290548,65.0,0.0,1580520686,1580520686,0.0,2020-02-01
a.15B69200-4E8E-4722-944E-CDDDA570D87E,iphone.thescore.com,1580581753,1,25.7818687624,-80.2322836385,17.7576327512,1.0,1580581762,1580581762,0.0,2020-02-01
a.A1B36691-67F7-4589-BA0B-E9CE3D3BE69C,com.mobdub.kotv.reader,1580526386,1,36.139623,-95.680473,5.0,0.0,1580525796,1580525796,0.0,2020-02-01
a.0BA55ABF-F9E8-470B-A868-AFBD72DA6C07,iphone.thescore.com,1580613564,2,40.85043004155,-73.9188155524,40.94684355725,1.0,1580613552,1580613573,0.0058333334,2020-02-02
